fromId|toId|amount|createTime
4656440539724386377|28710447624489049|4816672.445824332|2020-08-29 20:21:43.202
4667981013769519493|4680084437768077990|6684577.929721999|2020-09-02 22:41:25.269
4675017888187287244|4660099714421622762|5428354.83667513|2020-09-02 23:17:30.848
18014398509483274|4634485491540952415|1238734.6848609038|2020-09-19 10:22:45.442
68116944363980386|4644337115725827816|5760441.5433776295|2020-09-22 22:51:01.981
4648840715353196196|4663195939165440302|9584766.038231162|2020-09-25 05:10:09.654
59391220085948794|57702370225684965|7233282.275766661|2020-10-13 16:40:17.334
4667981013769519493|4688528687069397895|5100458.286174596|2020-10-20 18:38:53.467
9288674231452755|4682617712558475247|2435309.3755434705|2020-11-10 05:30:42.378
4696409986417298330|78812993478984276|8229197.528679301|2020-11-13 09:53:50.1
4702039485951509867|4660099714421622762|8307440.9568662895|2020-11-23 14:14:10.24
4643774165772405013|92886742314516803|2020630.0126018184|2020-11-29 04:31:01.344
4642085315912140209|4693032286696770089|2048966.2192495184|2020-12-03 09:55:09.652
90071992547410781|4689373111999531097|7855426.429673599|2020-12-03 20:24:57.493
4702039485951509867|4663195939165440302|4538556.394507197|2020-12-05 03:34:52.178
4697817361300852336|4703728335811773871|688950.7922606863|2020-12-05 15:20:43.955
4702039485951509867|4699224736184402158|2551668.8727376456|2020-12-08 14:58:34.341
4681210337674921316|4703165385858353757|3944343.848901608|2020-12-09 03:37:04.603
9007199254742581|4700632111067959358|1083518.5992464724|2020-12-12 21:27:35.352
4704291285765194310|4631952216750556504|9317106.041209659|2020-12-13 14:41:36.977
4687402787162557775|4703728335811773871|7449105.081034549|2020-12-13 23:52:11.997
4658410864561360845|4699224736184402158|796961.924128472|2020-12-19 15:56:34.088
4688528687069400267|4709639310322700447|2049765.083319165|2020-12-21 10:37:36.515
98797716825441649|4665166264002413045|6175817.704327078|2020-12-24 10:09:49.959
4690499011906373549|4686558362232426560|7836639.682058866|2020-12-25 22:34:38.363
4673047563350315297|4713017010043224256|579234.623265219|2020-12-27 07:23:33.77
