investorId|companyId|ratio|createTime
1099511627870|599|0.14770874120277874|2020-06-03 05:29:11.668
351|1099511628517|0.056482746978498526|2020-06-11 14:00:17.05
2199023255759|968|0.20010344437235203|2020-07-08 07:02:23.923
1099511628772|976|0.21426592608160816|2020-07-18 00:10:23.824
1099511628772|1099511628720|0.1962660793551942|2020-07-19 11:21:43.034
1099511628274|2199023255578|0.19591768493014775|2020-08-12 01:11:19.948
2199023255701|2199023255777|0.02216178495652235|2020-08-14 14:59:01.594
2199023256223|538|0.07161353778161456|2020-08-15 18:09:09.229
2199023255720|1099511627835|0.10104672221273849|2020-08-16 09:45:00.537
599|2199023256223|0.5436480886104684|2020-08-23 17:11:05.047
663|2199023256523|0.170074856614701|2020-09-04 12:48:48.679
344|599|0.2424184443241783|2020-09-06 14:58:03.254
1099511628614|533|0.1234195930236334|2020-09-11 04:20:31.986
2199023255630|2199023256545|0.16836991442436605|2020-09-22 08:19:54.487
3298534884053|2199023256007|0.2272368541116019|2020-10-01 16:52:08.427
1099511628460|2199023256163|0.0590377742849202|2020-10-03 01:32:03.933
2199023256370|3298534883628|0.18448176988518894|2020-10-10 15:50:45.448
1099511628733|2199023256282|0.036191155043519795|2020-10-17 06:50:25.398
1099511628601|602|0.060593666256252225|2020-10-25 23:05:22.595
961|1099511627834|0.08740238255158919|2020-10-26 15:06:02.023
3298534884120|2199023256506|0.12978782961837337|2020-10-27 12:48:23.761
796|23|0.16222702053906804|2020-10-28 05:51:11.881
1099511628449|3298534883932|0.21809310364180765|2020-10-29 00:07:26.333
3298534883678|2199023256380|0.14027747001329627|2020-10-30 08:46:32.424
2199023256327|1099511628274|0.08580416100625352|2020-10-31 15:54:05.497
1099511628733|365|0.12775967325416984|2020-11-17 15:53:14.118
678|506|0.20269320337714444|2020-11-23 02:28:06.074
2199023256419|2199023255630|0.2808794457173095|2020-11-23 23:04:34.064
3298534883523|4398046511803|0.11388325215008567|2020-11-24 06:13:39.357
2199023256181|568|0.1932937505593623|2020-11-24 14:43:31.124
2199023256018|1099511628521|0.0777645635651988|2020-12-02 13:32:31.156
3298534883629|680|0.1646346469904044|2020-12-03 07:36:26.291
4398046511714|2199023255578|0.03845915726420693|2020-12-13 12:50:43.457
2199023255940|2199023255835|0.13084300760267503|2020-12-21 04:23:04.608
3298534883429|1099511628633|0.16725827897747253|2020-12-25 02:21:25.477
4398046511249|3298534883523|0.13236708537999642|2020-12-28 04:18:35.187
2199023255848|2199023256189|0.028196696707916385|2020-12-30 11:07:00.156
2199023256265|3298534883452|0.08413975865897942|2021-01-03 20:03:33.877
1099511628725|2199023255979|0.0008408300790251616|2021-01-04 09:56:41.571
3298534883512|2199023256480|0.1462957628400139|2021-01-08 20:10:07.645
2199023256370|178|0.20129507571951485|2021-01-12 05:01:31.664
602|4398046511935|0.07216129924437667|2021-01-12 19:00:12.051
2199023256009|2199023256395|0.06575995901031342|2021-01-13 18:00:37.037
2199023255936|3298534883436|0.1164160808214469|2021-01-16 18:20:10.63
2199023256093|1099511628749|0.116876596095618|2021-01-17 23:45:17.695
1099511628134|1099511628614|0.13500165840266695|2021-01-21 00:21:15.752
3298534883391|4398046511914|0.1091738612867232|2021-01-21 06:04:22.786
2199023256008|1099511627847|0.2776454706390472|2021-01-21 15:05:49.387
4398046511495|635|0.024856669985893576|2021-01-26 06:53:53.592
2199023256541|4398046511910|0.1271034785855123|2021-01-31 09:44:41.012
3298534883393|2199023255724|0.12358858327230117|2021-02-02 03:12:19.244
3298534884188|4398046511515|0.006923937425965189|2021-02-08 08:25:24.16
1099511628050|5497558139205|0.12921261076495144|2021-02-13 08:44:40.653
3298534883369|4398046511883|0.03924578592230026|2021-02-16 20:33:19.941
2199023255759|1099511628603|0.216767371488389|2021-02-27 10:51:05.354
678|796|0.5044612891471033|2021-03-04 01:17:17.839
1099511628219|3298534884085|0.22269283110557778|2021-03-06 04:00:36.99
4398046511515|1099511628292|0.5024907979934654|2021-03-08 10:16:14.507
1099511628633|3298534883728|0.0741267430660657|2021-03-10 11:35:24.381
4398046511194|4398046511711|0.21514860564981172|2021-03-14 18:11:45.666
3298534883821|2199023256545|0.0005188443334871074|2021-03-15 11:11:35.376
901|1099511628351|0.09166232724220857|2021-03-17 14:01:50.399
5497558139361|548|0.11258556536693069|2021-03-19 06:09:28.021
4398046511910|991|0.02444416901781982|2021-03-21 17:15:58.706
4398046511456|4398046511928|0.028263235107652145|2021-03-21 19:54:55.554
2199023256433|3298534884120|0.0427289892201441|2021-03-22 07:01:52.87
2199023255637|1099511628351|0.05399644473274528|2021-03-22 21:08:26.145
5497558139769|1099511628274|0.08274484722539882|2021-03-22 21:24:08.239
4398046511210|3298534883946|0.008074282198790732|2021-03-23 20:53:09.741
4398046512073|5497558139243|0.16061906071018034|2021-03-27 08:54:19.078
3298534883821|1099511628219|0.04099017991559952|2021-03-27 09:06:29.328
534|1099511628148|0.36567696426394947|2021-04-01 01:24:56.223
2199023256506|584|0.13344542707529486|2021-04-01 16:05:45.759
2199023256122|393|0.1405909197713883|2021-04-03 22:29:38.632
5497558139648|2199023255568|0.09385964755306932|2021-04-05 10:32:37.648
787|560|0.13188328441077873|2021-04-06 21:49:09.314
5497558139120|342|0.12120303050555303|2021-04-10 06:21:42.887
2199023256433|1099511628428|0.1291173274656524|2021-04-16 00:15:43.039
5497558139648|5497558139356|0.282684830015522|2021-04-20 12:19:06.888
2199023256223|4398046511111|0.21027199865307458|2021-04-20 18:35:36.795
667|2199023255811|0.058442208503668366|2021-04-22 13:32:19.201
3298534883976|663|0.06187661014067861|2021-04-25 03:32:21.077
3298534883946|6597069766832|0.07030022032529083|2021-04-26 04:31:46.472
5497558139281|2199023255811|0.1237031041350693|2021-04-27 00:21:11.989
968|2199023256188|0.46806229007441097|2021-04-30 17:52:32.804
5497558139226|6597069766747|0.28789925248093745|2021-05-03 10:21:12.439
353|2199023256020|0.1496471670167611|2021-05-03 14:13:40.839
2199023256300|6597069766681|0.3804704582997885|2021-05-03 21:41:48.238
6597069767388|5497558139784|0.26137021002424693|2021-05-04 09:16:35.15
5497558139568|5497558139399|0.009717663203250036|2021-05-06 13:19:49.472
5497558138926|4398046511928|0.22309309475275216|2021-05-09 15:40:25.734
1099511628490|3298534883835|0.06088919294780966|2021-05-16 12:05:36.135
2199023256458|2199023255836|0.05157897644831171|2021-05-21 07:03:09.012
938|6597069766919|0.1873938550755222|2021-05-25 00:41:07.41
393|641|0.1689682276998722|2021-05-25 10:06:13.154
1099511628070|2199023255936|0.12487230636527294|2021-05-26 05:05:11.227
2199023256401|3298534883649|0.12775848139960747|2021-05-26 12:27:37.065
5497558139349|6597069767437|0.049801271139230524|2021-05-27 07:44:33.223
5497558139725|393|0.13338625738476143|2021-05-27 20:26:53.921
1099511628633|6597069767368|0.4430785215116353|2021-05-28 10:15:23.872
2199023255979|1099511628377|0.13743212578553823|2021-05-29 11:06:20.961
2199023256399|3298534883678|0.35458508373251113|2021-05-29 12:28:01.917
6597069766755|3298534884005|0.31677163938675407|2021-05-30 00:11:22.846
4398046511935|6597069767317|0.2614937623072983|2021-06-05 00:56:02.423
616|2199023255833|0.19728158903272255|2021-06-05 06:17:50.221
3298534883821|4398046511309|0.17329985140155146|2021-06-09 12:47:00.711
6597069767592|4398046511219|0.11784578019829756|2021-06-10 06:16:08.072
3298534883405|3298534883436|0.023931668460962386|2021-06-13 10:20:13.853
584|2199023255954|0.08583358188009119|2021-06-14 03:28:01.928
6597069766906|3298534883976|0.15447425845486598|2021-06-17 03:33:38.405
5497558139861|2199023255835|0.025848751054649465|2021-06-17 05:42:53.612
2199023255862|2199023256181|0.21203547626766925|2021-06-21 10:22:38.969
5497558139629|642|0.14005773217383644|2021-06-22 13:05:19.597
5497558139129|6597069766864|0.04020245456092756|2021-06-23 17:26:36.342
6597069767062|6597069767246|0.09065212378264037|2021-06-24 09:36:52.088
6597069766919|1099511627838|0.20082280574646785|2021-06-24 14:33:19.136
4398046511723|6597069767152|0.022090419025962822|2021-06-25 01:38:13.966
2199023256189|1099511628733|0.24588100077478395|2021-06-27 06:41:32.664
5497558139646|534|0.12602737563750352|2021-06-27 14:42:38.865
2199023256480|5497558139103|0.07659662249661327|2021-06-27 19:45:41.341
4398046511436|2199023256545|0.06708542978096013|2021-06-27 22:53:25.416
4398046511451|635|0.2624659566675813|2021-06-28 02:14:25.588
6597069767215|4398046511194|0.05186062443158411|2021-07-07 09:24:18.839
3298534884105|4398046511482|0.08542052039464933|2021-07-07 12:05:09.872
4398046511515|908|0.3238973901138202|2021-07-08 16:49:54.657
351|3298534884097|0.11003704915542231|2021-07-09 12:59:28.015
5497558139568|5497558139120|0.1523550683491576|2021-07-10 06:51:18.694
1099511628219|2199023255702|0.09763707684619657|2021-07-10 23:14:16.004
5497558139752|2199023255566|0.09623471387981905|2021-07-11 00:14:03.099
5497558139120|1099511627889|0.09484607474218605|2021-07-12 10:20:50.197
4398046511482|807|0.04680938870718622|2021-07-13 11:29:47.779
1099511627996|6597069767388|0.05388367310067608|2021-07-15 19:57:37.073
2199023256478|3298534884053|0.15710374112214756|2021-07-22 05:35:08.761
3298534883678|1099511628698|0.09649695840055632|2021-07-22 19:28:05.112
5497558139349|1099511628698|0.03288230022988086|2021-07-23 12:08:39.259
1099511627996|2199023255637|0.15604743251869585|2021-07-23 15:56:39.332
1099511628517|342|0.12899946253562655|2021-07-25 02:34:59.456
7696581394829|1099511628330|0.14546266565965077|2021-07-25 15:02:44.571
7696581395159|5497558139741|0.11988076286464554|2021-07-26 11:08:24.693
680|3298534883512|0.10517576946991754|2021-07-26 20:16:45.6
6597069767621|4398046511451|0.18375841428413556|2021-07-27 23:34:07.608
642|3298534883597|0.1805674134682325|2021-07-28 14:22:25.267
7696581395059|43|0.24187976293053268|2021-07-31 21:23:10.175
2199023255968|2199023256243|0.1330025186465281|2021-08-01 02:00:57.237
2199023256223|6597069766723|0.004590560307392952|2021-08-01 04:40:14.305
6597069767244|6597069767264|0.2668513434342345|2021-08-02 06:59:57.966
5497558139281|3298534883932|0.17157466254110645|2021-08-02 22:37:21.093
1099511628733|4398046511309|0.3253448841751209|2021-08-03 01:26:12.459
1099511628289|6597069766755|0.04570068461519688|2021-08-04 22:27:28.14
7696581395059|5497558139031|0.04953963328643578|2021-08-08 08:22:00.935
3298534883863|1099511628070|0.005211788251504149|2021-08-12 15:20:58.89
7696581395290|3298534883370|0.29176835254230105|2021-08-12 22:42:15.424
635|3298534883372|0.07524762692960835|2021-08-15 06:17:09.679
628|635|0.05843749783076495|2021-08-16 15:45:50.413
2199023255848|6597069767228|0.12561452123544584|2021-08-16 22:46:48.963
7696581394748|934|0.0678023010472839|2021-08-17 07:29:48.833
2199023256281|6597069767357|0.06921589819648234|2021-08-17 10:04:05.441
602|5497558139243|0.010121957461911859|2021-08-22 03:42:01.152
2199023256289|7696581394694|0.04942207847070724|2021-08-22 05:58:00.64
3298534883391|7696581395091|0.09429264359122529|2021-08-22 06:27:48.35
7696581394549|5497558139243|0.049100482497896766|2021-08-22 17:35:20.325
7696581394963|7696581394469|0.1665286215808977|2021-08-24 04:10:57.241
2199023255835|5497558139120|0.2561206872570166|2021-08-24 21:59:16.029
6597069767546|423|0.1304132505896937|2021-08-26 06:19:32.994
3298534883614|2199023255833|0.08849783479674335|2021-08-28 09:43:25.486
550|2199023256399|0.011778783117648567|2021-08-28 23:08:12.444
6597069767500|3298534884120|0.20240337978555129|2021-08-29 08:23:07.092
6597069766723|7696581394469|0.21698628149461874|2021-08-29 17:16:33.986
2199023255597|6597069767418|0.1823071277112979|2021-08-30 03:21:22.145
7696581394815|5497558139205|0.09092129572462|2021-08-30 11:22:37.919
5497558139716|796|0.339305544201892|2021-09-03 04:54:15.424
8796093022313|2199023255836|0.24961307324997045|2021-09-05 14:06:18.959
7696581394539|663|0.2612448909932467|2021-09-07 14:52:58.548
6597069767571|3298534883856|0.418514318845981|2021-09-09 04:44:40.009
4398046511337|6597069767152|0.02738504801753929|2021-09-09 19:37:44.205
534|3298534883451|0.055493685231952125|2021-09-12 19:27:37.977
8796093022581|901|0.1344236958457379|2021-09-12 21:50:47.466
4398046511113|3298534884097|0.07442021132476859|2021-09-12 23:52:18.082
6597069767317|3298534883370|0.15176861308928677|2021-09-17 21:09:25.772
2199023256243|4398046511537|0.17153981700732898|2021-09-17 21:20:10.45
2199023256419|5497558139784|0.009398385198766743|2021-09-18 23:25:28.603
7696581394694|2199023256446|0.13050333182409646|2021-09-21 09:18:39.333
2199023255780|4398046511808|0.16609665377476843|2021-09-21 11:37:17.491
7696581394694|2199023256267|0.05468995425208756|2021-09-23 02:37:08.335
6597069767004|4398046511856|0.03825595497380789|2021-09-24 23:10:15.935
548|584|0.10821706274652751|2021-09-25 18:04:03.182
8796093022294|257|0.11974910700073695|2021-09-26 08:00:03.314
7696581395075|2199023255940|0.3608043003685863|2021-09-28 16:33:20.05
7696581395045|2199023255687|0.12291735948336598|2021-09-30 16:23:50.624
1099511628297|7696581395367|0.1001272833981878|2021-10-01 00:21:07.589
678|615|0.18590766255737345|2021-10-01 02:11:42.292
5497558139120|6597069767368|0.33706942482352903|2021-10-01 09:54:44.381
2199023255941|8796093022934|0.004771744600013728|2021-10-02 02:40:09.948
6597069767592|6597069766832|0.039998493782386284|2021-10-03 18:54:30.966
6597069767428|1099511628633|0.2067999096138842|2021-10-04 10:11:10.929
2199023256514|2199023256446|0.14934559894007146|2021-10-04 21:51:23.649
8796093022757|3298534883391|0.017057334512926098|2021-10-05 07:35:07.442
7696581395186|1099511628449|0.05284255693076395|2021-10-05 11:33:26.779
2199023255954|1099511627834|0.24895187899714905|2021-10-08 18:40:06.34
7696581395018|7696581394819|0.11378564540906931|2021-10-08 20:34:27.161
2199023256281|680|0.05379841456542423|2021-10-09 02:13:36.682
5497558139219|7696581394831|0.013842515628619798|2021-10-09 08:43:04.991
548|1099511628490|0.07771950814975702|2021-10-10 08:47:24.153
584|2199023256433|0.183391946748826|2021-10-11 03:11:43.985
2199023255701|4398046511451|0.45226306937631916|2021-10-12 03:30:25.279
8796093023073|2199023256243|0.13070430366297534|2021-10-12 04:37:17.352
7696581394565|1099511628601|0.1500970609945701|2021-10-12 17:59:55.742
93|8796093023041|0.11122132497441391|2021-10-14 04:58:21.806
4398046511714|7696581395235|0.03311687129662465|2021-10-14 10:27:47.185
4398046511157|3298534883451|0.1359699081325023|2021-10-14 16:24:11.026
3298534883429|7696581394711|0.11152150947104736|2021-10-14 22:43:54.576
2199023256189|6597069766929|0.2691846945047617|2021-10-15 23:16:40.428
5497558139540|5497558139716|0.13136930372101732|2021-10-17 14:14:00.981
5497558138895|2199023255848|0.08624858815793765|2021-10-21 16:55:38.57
4398046511436|2199023256008|0.6566418701877789|2021-10-22 00:16:37.403
8796093022564|5497558139265|0.04081563075938612|2021-10-23 15:19:18.922
4398046512073|2199023256282|0.19718286192332624|2021-10-24 05:02:45.638
257|5497558139243|0.0843109792165931|2021-10-25 06:32:53.659
1099511628460|2199023256243|0.023039575266873922|2021-10-25 14:26:55.804
2199023255588|3298534884216|0.26519434363957733|2021-10-28 09:17:03.765
8796093022841|5497558139629|0.03507394700587064|2021-10-29 10:19:46.652
3298534884188|8796093023107|0.2887300237714301|2021-10-29 13:30:06.46
8796093022419|237|0.1608561616003154|2021-10-31 00:51:07.352
8796093022841|5497558139281|0.12533067484308114|2021-10-31 04:11:41.199
5497558139725|4398046511711|0.12218707671915174|2021-10-31 20:54:46.493
8796093022510|7696581394454|0.18970732526477657|2021-11-01 08:53:38.838
7696581394999|8796093022211|0.06663229630804571|2021-11-05 09:53:51.729
4398046511495|6597069766723|0.05032405568553613|2021-11-05 12:50:55.282
4398046511883|3298534883821|0.04202100669463145|2021-11-05 19:47:36.456
7696581395035|5497558139261|0.11416379994268303|2021-11-06 00:13:33.165
1099511627835|8796093022787|0.16394358794703154|2021-11-08 08:43:11.379
