investorId|companyId|ratio|createTime
1049|598|0.07095896109718776|2020-04-14 14:17:46.418
1190|595|0.22330263180614243|2020-04-22 19:05:16.201
107|1099511628729|0.14185570741658785|2020-05-25 18:48:34.547
2199023257500|351|0.1723837877429176|2020-05-29 00:25:32.833
1663|1099511628070|0.14645207956521436|2020-05-29 13:06:02.167
125|29|0.16984752815081|2020-05-30 16:58:13.818
2199023256731|934|0.08408590497851233|2020-06-16 19:13:26.614
2199023255560|700|0.01852851469634283|2020-06-18 03:40:21.081
1444|1099511627889|0.054141668798284075|2020-06-19 10:54:38.876
173|1099511628521|0.040370735355726065|2020-06-22 22:14:01.963
1605|1099511627942|0.48672135817829626|2020-06-28 06:13:23.636
2199023257398|968|0.11713468884730704|2020-07-12 05:44:26.442
4398046512593|1099511628490|0.11257840923779372|2020-07-30 01:36:22.159
2199023257468|2199023255973|0.012804835744786665|2020-07-30 23:22:14.432
4398046511724|2199023255759|0.31420324181650844|2020-08-29 09:43:25.606
4398046512578|1099511627942|0.014774569022274291|2020-08-31 11:39:28.048
125|584|0.08388166129431623|2020-09-07 03:55:54.903
4398046511995|2199023256326|0.1494767478721279|2020-09-13 16:03:12.728
4398046512986|2199023255979|0.20676253544767428|2020-09-15 00:44:55.346
6597069768550|2199023255835|0.10918684965668929|2020-09-15 13:02:33.629
6597069766712|1099511628749|0.13089196538668235|2020-09-17 20:34:48.483
4|2199023256478|0.20635046106912022|2020-09-18 17:34:14.144
4398046511111|2199023256545|0.052486730875481696|2020-09-23 09:51:06.843
4398046512329|1099511628725|0.03521559127276502|2020-09-29 03:15:50.68
6597069767337|790|0.22537372191422622|2020-10-01 10:33:48.659
1818|2199023255941|0.004725059704825125|2020-10-09 16:04:12.482
6597069766951|2199023256265|0.06989963457071001|2020-10-18 23:30:33.177
307|548|0.14711159403200919|2020-10-20 21:41:54.066
4398046512151|2199023256093|0.42936225303688946|2020-10-26 14:23:31.006
2199023255844|3298534883512|0.1420492202004485|2020-10-28 15:46:36.459
6597069767764|3298534883976|0.26085275167696936|2020-10-28 19:24:29.874
4398046512593|1099511628289|0.16918166268468232|2020-10-31 17:23:12.009
6597069767855|2199023256327|0.07115975018766205|2020-11-01 03:31:58.65
6597069767516|3298534883429|0.13799860995323687|2020-11-01 04:06:20.865
6597069768037|2199023256400|0.1543916960176029|2020-11-05 22:05:14.169
6597069766923|1099511627831|0.14076591277113032|2020-11-16 11:10:56.87
4398046512588|1099511627889|0.15577222706502472|2020-11-17 04:13:25.276
640|870|0.018039994240877183|2020-11-17 14:56:41.532
1463|2199023256070|0.11797099898555911|2020-11-21 12:17:39.135
4398046512888|4398046511155|0.3543498369955217|2020-11-23 18:19:26.559
6597069766721|2199023256400|0.19074176949307006|2020-11-26 20:41:02.022
8796093022752|3298534883835|0.25000700916497653|2020-11-26 22:24:53.408
8796093023792|976|0.16677900664192954|2020-11-26 22:36:30.281
1990|2199023255737|0.025241147874436782|2020-11-28 01:10:12.633
2199023255836|2199023255968|0.14693620866977233|2020-11-29 05:42:22.125
580|1099511627789|0.3011097397625608|2020-11-30 20:22:35.846
1132|968|0.14488074681355745|2020-12-02 06:28:10.858
8796093022774|4398046511482|0.09235232823407792|2020-12-03 00:30:26.73
8796093023965|960|0.07798654965758016|2020-12-03 09:47:03.763
2199023256438|2199023256401|0.10749262287521151|2020-12-04 13:56:23.268
8796093023634|1099511628450|0.22645814677386628|2020-12-04 15:53:22.245
1453|2199023256265|0.08788649479023639|2020-12-04 17:12:59.312
467|2199023256400|0.20221968854757036|2020-12-07 14:11:17.065
4398046511308|3298534883512|0.12500500430032008|2020-12-08 08:40:27.957
8796093022698|961|0.25599815241627605|2020-12-08 08:48:40.923
6597069767198|3298534884120|0.13598552096753502|2020-12-10 06:37:22.338
4398046512887|365|0.11901619701439854|2020-12-16 05:58:50.208
2199023256964|807|0.19361523254221805|2020-12-17 19:19:51.995
8796093023443|628|0.12189063180758837|2020-12-18 04:58:13.355
2199023257093|3298534884097|0.16977059952614032|2020-12-22 23:21:15.091
6597069767544|1099511628521|0.061517018934160055|2020-12-26 22:56:08.787
6597069767736|961|0.07076427215999732|2020-12-27 23:25:06.466
6597069767315|43|0.003277888915676765|2020-12-29 00:05:17.932
